name,brand,category,aisle,price,image_url,description,on_offer,discount_percent,stock,is_sponsored,tags
Nestle Snacks Item 243,Nestle,Snacks,5,14.46,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Nestle.,False,0.0,13,False,gluten-free
Quaker Condiments Item 244,Quaker,Condiments,3,8.83,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from Quaker.,False,0.0,41,False,low fat
Great Value Toiletries Item 245,Great Value,Toiletries,11,24.36,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from Great Value.,False,0.0,9,False,"vegan, gluten-free"
Kellogg's Dairy Item 246,Kellogg's,Dairy,2,4.98,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Kellogg's.,False,0.0,37,False,"heart healthy, low fat"
Campbell's Cereal Item 247,Campbell's,Cereal,3,17.16,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Campbell's.,False,0.0,9,False,"organic, vegan, high protein"
Campbell's Cleaning Item 248,Campbell's,Cleaning,10,22.39,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Campbell's.,False,0.0,38,False,low fat
Heinz Condiments Item 249,Heinz,Condiments,3,19.13,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from Heinz.,True,28.1,28,False,"non-GMO, high protein, gluten-free"
Kellogg's Vegetables Item 250,Kellogg's,Vegetables,1,1.87,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Kellogg's.,False,0.0,7,False,"organic, high protein"
Kellogg's Fruits Item 251,Kellogg's,Fruits,1,5.75,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Kellogg's.,False,0.0,1,False,heart healthy
Campbell's Fruits Item 252,Campbell's,Fruits,1,21.17,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Campbell's.,False,0.0,28,False,"organic, low sugar, non-GMO"
Great Value Fruits Item 253,Great Value,Fruits,1,22.79,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Great Value.,False,0.0,20,False,"organic, gluten-free, vegan"
Quaker Meat Item 254,Quaker,Meat,9,4.4,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from Quaker.,False,0.0,9,False,low fat
Colgate Dairy Item 255,Colgate,Dairy,2,23.29,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Colgate.,True,10.3,25,False,gluten-free
General Mills Cereal Item 256,General Mills,Cereal,3,19.43,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from General Mills.,False,0.0,28,False,"organic, low fat, gluten-free"
Campbell's Toiletries Item 257,Campbell's,Toiletries,11,1.51,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from Campbell's.,False,0.0,20,False,"high protein, gluten-free"
Colgate Dairy Item 258,Colgate,Dairy,2,3.59,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Colgate.,False,0.0,12,False,"organic, vegan"
Quaker Cleaning Item 259,Quaker,Cleaning,10,18.11,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Quaker.,False,0.0,1,False,"low fat, low sugar, gluten-free"
Colgate Cleaning Item 260,Colgate,Cleaning,10,19.75,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Colgate.,False,0.0,10,False,"heart healthy, high protein, gluten-free"
Nestle Vegetables Item 261,Nestle,Vegetables,1,2.69,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Nestle.,False,0.0,49,False,"non-GMO, heart healthy"
Campbell's Toiletries Item 262,Campbell's,Toiletries,11,7.24,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from Campbell's.,False,0.0,21,False,vegan
Great Value Fruits Item 263,Great Value,Fruits,1,23.75,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Great Value.,True,12.0,14,True,"low fat, heart healthy"
Barilla Dairy Item 264,Barilla,Dairy,2,2.16,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Barilla.,True,12.5,3,False,"low fat, organic, high protein"
Quaker Condiments Item 265,Quaker,Condiments,3,22.64,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from Quaker.,False,0.0,37,False,vegan
Dove Toiletries Item 266,Dove,Toiletries,11,1.66,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from Dove.,True,25.3,43,False,"vegan, gluten-free"
Great Value Pet Food Item 267,Great Value,Pet Food,12,24.61,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Great Value.,False,0.0,47,False,low sugar
General Mills Condiments Item 268,General Mills,Condiments,3,10.02,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from General Mills.,True,12.7,16,False,"heart healthy, non-GMO"
Barilla Toiletries Item 269,Barilla,Toiletries,11,20.24,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from Barilla.,False,0.0,13,False,high protein
Dove Bakery Item 270,Dove,Bakery,7,21.77,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Dove.,False,0.0,32,False,"organic, low fat"
Barilla Meat Item 271,Barilla,Meat,9,14.09,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from Barilla.,False,0.0,40,False,"organic, non-GMO, low sugar"
Nestle Frozen Item 272,Nestle,Frozen,8,24.2,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Nestle.,False,0.0,22,False,"low sugar, high protein"
Dove Fruits Item 273,Dove,Fruits,1,2.53,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Dove.,False,0.0,14,False,vegan
Great Value Pet Food Item 274,Great Value,Pet Food,12,7.17,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Great Value.,True,25.3,28,False,"gluten-free, low fat"
Great Value Pet Food Item 275,Great Value,Pet Food,12,2.26,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Great Value.,False,0.0,10,False,"low sugar, non-GMO"
Heinz Beverages Item 276,Heinz,Beverages,4,4.56,https://images.unsplash.com/photo-1571072019620-1a60c7cde407,A quality beverages product from Heinz.,False,0.0,24,False,heart healthy
Heinz Snacks Item 277,Heinz,Snacks,5,8.11,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Heinz.,False,0.0,36,True,"non-GMO, gluten-free"
Great Value Meat Item 278,Great Value,Meat,9,8.86,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from Great Value.,False,0.0,1,False,vegan
Campbell's Condiments Item 279,Campbell's,Condiments,3,17.1,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from Campbell's.,False,0.0,23,False,low sugar
Kellogg's Toiletries Item 280,Kellogg's,Toiletries,11,14.43,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from Kellogg's.,False,0.0,14,True,"vegan, gluten-free, high protein"
Colgate Pet Food Item 281,Colgate,Pet Food,12,24.82,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Colgate.,False,0.0,0,False,"non-GMO, gluten-free"
General Mills Pet Food Item 282,General Mills,Pet Food,12,13.26,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from General Mills.,False,0.0,32,False,"vegan, gluten-free"
Heinz Dairy Item 283,Heinz,Dairy,2,16.17,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Heinz.,True,7.3,36,False,low sugar
Great Value Fruits Item 284,Great Value,Fruits,1,22.87,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Great Value.,True,27.9,3,False,"high protein, organic"
Nestle Beverages Item 285,Nestle,Beverages,4,2.09,https://images.unsplash.com/photo-1571072019620-1a60c7cde407,A quality beverages product from Nestle.,True,12.2,30,False,"organic, vegan, low fat"
Barilla Snacks Item 286,Barilla,Snacks,5,16.12,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Barilla.,True,17.2,16,False,"vegan, organic"
Great Value Frozen Item 287,Great Value,Frozen,8,6.6,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Great Value.,False,0.0,35,False,"low sugar, non-GMO, high protein"
Quaker Toiletries Item 288,Quaker,Toiletries,11,1.66,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from Quaker.,False,0.0,25,False,"non-GMO, heart healthy"
General Mills Condiments Item 289,General Mills,Condiments,3,15.32,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from General Mills.,True,16.6,41,False,gluten-free
Great Value Beverages Item 290,Great Value,Beverages,4,10.85,https://images.unsplash.com/photo-1571072019620-1a60c7cde407,A quality beverages product from Great Value.,True,8.6,24,False,low fat
Great Value Frozen Item 291,Great Value,Frozen,8,6.18,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Great Value.,False,0.0,5,False,"gluten-free, heart healthy"
Kellogg's Beverages Item 292,Kellogg's,Beverages,4,7.58,https://images.unsplash.com/photo-1571072019620-1a60c7cde407,A quality beverages product from Kellogg's.,False,0.0,1,False,vegan
Campbell's Cereal Item 293,Campbell's,Cereal,3,24.89,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Campbell's.,False,0.0,36,False,"heart healthy, vegan, low fat"
Heinz Bakery Item 294,Heinz,Bakery,7,2.99,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Heinz.,True,11.4,38,True,"vegan, low sugar"
Campbell's Bakery Item 295,Campbell's,Bakery,7,1.8,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Campbell's.,True,26.0,4,False,"high protein, organic"
Colgate Bakery Item 296,Colgate,Bakery,7,23.54,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Colgate.,False,0.0,41,False,"organic, vegan"
Great Value Pet Food Item 297,Great Value,Pet Food,12,7.15,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Great Value.,True,23.4,13,False,"high protein, low sugar, vegan"
Dove Pet Food Item 298,Dove,Pet Food,12,14.43,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Dove.,False,0.0,16,False,"low sugar, gluten-free, non-GMO"
Campbell's Toiletries Item 299,Campbell's,Toiletries,11,19.68,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from Campbell's.,False,0.0,20,False,"vegan, gluten-free"
General Mills Cereal Item 300,General Mills,Cereal,3,16.2,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from General Mills.,False,0.0,16,False,"heart healthy, low fat, high protein"
General Mills Condiments Item 301,General Mills,Condiments,3,19.47,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from General Mills.,False,0.0,46,True,"heart healthy, gluten-free, vegan"
Nestle Cereal Item 302,Nestle,Cereal,3,5.4,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Nestle.,True,23.2,47,False,gluten-free
Great Value Cleaning Item 303,Great Value,Cleaning,10,4.47,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Great Value.,False,0.0,3,False,"heart healthy, high protein"
Heinz Frozen Item 304,Heinz,Frozen,8,5.96,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Heinz.,False,0.0,34,True,"low fat, gluten-free"
Kellogg's Pet Food Item 305,Kellogg's,Pet Food,12,12.31,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Kellogg's.,True,10.5,22,False,"non-GMO, heart healthy"
Barilla Cereal Item 306,Barilla,Cereal,3,7.9,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Barilla.,False,0.0,3,False,"vegan, low fat, low sugar"
Campbell's Bakery Item 307,Campbell's,Bakery,7,5.37,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Campbell's.,True,8.2,12,True,"low sugar, high protein"
Quaker Frozen Item 308,Quaker,Frozen,8,2.96,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Quaker.,True,14.9,27,False,low fat
Kellogg's Vegetables Item 309,Kellogg's,Vegetables,1,8.7,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Kellogg's.,False,0.0,43,False,"low fat, heart healthy"
General Mills Pasta Item 310,General Mills,Pasta,6,24.14,https://images.unsplash.com/photo-1600891964599-f61ba0e24092,A quality pasta product from General Mills.,False,0.0,47,False,"gluten-free, organic, heart healthy"
Campbell's Frozen Item 311,Campbell's,Frozen,8,23.52,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Campbell's.,False,0.0,15,False,"low fat, gluten-free, high protein"
Nestle Frozen Item 312,Nestle,Frozen,8,14.59,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Nestle.,False,0.0,2,False,"low sugar, low fat, non-GMO"
Dove Frozen Item 313,Dove,Frozen,8,22.87,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Dove.,False,0.0,5,True,"heart healthy, vegan"
Great Value Condiments Item 314,Great Value,Condiments,3,11.38,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from Great Value.,True,19.7,19,False,"high protein, low sugar, organic"
Dove Pet Food Item 315,Dove,Pet Food,12,7.74,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Dove.,False,0.0,1,False,"non-GMO, low sugar"
Colgate Fruits Item 316,Colgate,Fruits,1,12.36,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Colgate.,False,0.0,9,False,"high protein, heart healthy"
Colgate Fruits Item 317,Colgate,Fruits,1,21.66,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Colgate.,False,0.0,32,False,"gluten-free, vegan"
Barilla Pet Food Item 318,Barilla,Pet Food,12,9.9,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Barilla.,False,0.0,19,False,"heart healthy, vegan, organic"
Nestle Cleaning Item 319,Nestle,Cleaning,10,10.92,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Nestle.,True,14.6,40,False,vegan
Dove Condiments Item 320,Dove,Condiments,3,8.05,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from Dove.,False,0.0,10,False,"heart healthy, vegan"
Colgate Frozen Item 321,Colgate,Frozen,8,11.09,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Colgate.,True,11.4,34,False,"low sugar, high protein"
Colgate Dairy Item 322,Colgate,Dairy,2,16.91,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Colgate.,False,0.0,1,False,gluten-free
Campbell's Snacks Item 323,Campbell's,Snacks,5,10.6,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Campbell's.,False,0.0,32,False,"non-GMO, vegan, low fat"
Nestle Frozen Item 324,Nestle,Frozen,8,10.94,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Nestle.,False,0.0,23,False,"gluten-free, heart healthy, high protein"
Dove Cereal Item 325,Dove,Cereal,3,12.58,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Dove.,False,0.0,18,False,"low fat, non-GMO"
Heinz Frozen Item 326,Heinz,Frozen,8,6.52,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Heinz.,False,0.0,5,False,"heart healthy, low fat"
Dove Frozen Item 327,Dove,Frozen,8,22.91,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Dove.,False,0.0,25,True,"high protein, gluten-free, low sugar"
Heinz Cereal Item 328,Heinz,Cereal,3,24.7,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Heinz.,True,16.3,28,False,"vegan, non-GMO"
Great Value Snacks Item 329,Great Value,Snacks,5,20.62,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Great Value.,False,0.0,1,True,"high protein, non-GMO, heart healthy"
General Mills Frozen Item 330,General Mills,Frozen,8,24.95,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from General Mills.,False,0.0,9,False,gluten-free
Great Value Fruits Item 331,Great Value,Fruits,1,8.11,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Great Value.,False,0.0,7,False,"heart healthy, organic"
Kellogg's Dairy Item 332,Kellogg's,Dairy,2,8.38,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Kellogg's.,False,0.0,46,False,low fat
Dove Snacks Item 333,Dove,Snacks,5,24.23,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Dove.,False,0.0,20,False,"gluten-free, low sugar"
Quaker Vegetables Item 334,Quaker,Vegetables,1,13.86,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Quaker.,False,0.0,7,False,"organic, vegan"
Nestle Vegetables Item 335,Nestle,Vegetables,1,14.31,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Nestle.,False,0.0,9,False,"low fat, low sugar, high protein"
Heinz Vegetables Item 336,Heinz,Vegetables,1,19.38,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Heinz.,False,0.0,42,True,gluten-free
Kellogg's Fruits Item 337,Kellogg's,Fruits,1,19.56,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Kellogg's.,True,27.8,13,False,vegan
Kellogg's Snacks Item 338,Kellogg's,Snacks,5,15.33,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Kellogg's.,False,0.0,32,False,organic
Nestle Fruits Item 339,Nestle,Fruits,1,12.15,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Nestle.,True,11.6,13,False,"heart healthy, gluten-free"
Kellogg's Fruits Item 340,Kellogg's,Fruits,1,16.56,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Kellogg's.,False,0.0,50,False,"low sugar, gluten-free"
Quaker Dairy Item 341,Quaker,Dairy,2,18.36,https://images.unsplash.com/photo-1580910051073-d4b7c0e3f649,A quality dairy product from Quaker.,False,0.0,15,False,"high protein, low sugar"
Heinz Pet Food Item 342,Heinz,Pet Food,12,8.57,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from Heinz.,False,0.0,22,False,vegan
Barilla Meat Item 343,Barilla,Meat,9,16.35,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from Barilla.,True,13.1,3,False,"low fat, heart healthy"
General Mills Beverages Item 344,General Mills,Beverages,4,19.12,https://images.unsplash.com/photo-1571072019620-1a60c7cde407,A quality beverages product from General Mills.,False,0.0,18,False,low fat
General Mills Beverages Item 345,General Mills,Beverages,4,15.5,https://images.unsplash.com/photo-1571072019620-1a60c7cde407,A quality beverages product from General Mills.,False,0.0,21,False,low sugar
Great Value Meat Item 346,Great Value,Meat,9,16.79,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from Great Value.,False,0.0,18,False,"high protein, low sugar, non-GMO"
Barilla Bakery Item 347,Barilla,Bakery,7,1.8,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Barilla.,True,10.0,33,False,low fat
Quaker Condiments Item 348,Quaker,Condiments,3,22.0,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from Quaker.,False,0.0,27,False,"vegan, heart healthy, organic"
Barilla Cereal Item 349,Barilla,Cereal,3,4.05,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Barilla.,False,0.0,43,False,"heart healthy, vegan"
General Mills Fruits Item 350,General Mills,Fruits,1,7.43,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from General Mills.,False,0.0,12,False,high protein
Heinz Cereal Item 351,Heinz,Cereal,3,13.19,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Heinz.,False,0.0,45,False,"low fat, gluten-free"
Kellogg's Snacks Item 352,Kellogg's,Snacks,5,19.16,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Kellogg's.,False,0.0,23,False,low fat
Quaker Fruits Item 353,Quaker,Fruits,1,19.19,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Quaker.,False,0.0,45,False,"non-GMO, low fat, organic"
Nestle Cleaning Item 354,Nestle,Cleaning,10,7.01,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Nestle.,False,0.0,31,False,"non-GMO, heart healthy, organic"
Nestle Frozen Item 355,Nestle,Frozen,8,8.79,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Nestle.,True,24.7,48,False,"low fat, low sugar, heart healthy"
Dove Bakery Item 356,Dove,Bakery,7,6.79,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Dove.,False,0.0,23,False,low sugar
Dove Cereal Item 357,Dove,Cereal,3,17.09,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Dove.,False,0.0,35,False,"heart healthy, high protein"
Quaker Meat Item 358,Quaker,Meat,9,14.68,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from Quaker.,False,0.0,23,False,vegan
Kellogg's Frozen Item 359,Kellogg's,Frozen,8,20.56,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Kellogg's.,True,24.1,15,False,"low fat, high protein, non-GMO"
Colgate Frozen Item 360,Colgate,Frozen,8,15.85,https://images.unsplash.com/photo-1607277511772-4e5b30844b35,A quality frozen product from Colgate.,True,28.3,8,False,"organic, low fat, high protein"
Heinz Snacks Item 361,Heinz,Snacks,5,4.05,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Heinz.,False,0.0,26,True,"gluten-free, vegan"
Kellogg's Meat Item 362,Kellogg's,Meat,9,17.5,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from Kellogg's.,True,11.8,21,False,low fat
Nestle Fruits Item 363,Nestle,Fruits,1,15.19,https://images.unsplash.com/photo-1574226516831-e1dff420e12b,A quality fruits product from Nestle.,False,0.0,29,False,"low sugar, heart healthy"
Great Value Bakery Item 364,Great Value,Bakery,7,24.73,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Great Value.,False,0.0,26,False,"organic, low fat, vegan"
Colgate Snacks Item 365,Colgate,Snacks,5,1.72,https://images.unsplash.com/photo-1585238342021-6c71f3b88e4c,A quality snacks product from Colgate.,False,0.0,35,False,"non-GMO, organic, low fat"
Heinz Pasta Item 366,Heinz,Pasta,6,18.62,https://images.unsplash.com/photo-1600891964599-f61ba0e24092,A quality pasta product from Heinz.,False,0.0,26,False,"low sugar, non-GMO"
Dove Vegetables Item 367,Dove,Vegetables,1,10.57,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Dove.,False,0.0,47,True,low fat
Kellogg's Beverages Item 368,Kellogg's,Beverages,4,9.49,https://images.unsplash.com/photo-1571072019620-1a60c7cde407,A quality beverages product from Kellogg's.,False,0.0,40,False,"gluten-free, non-GMO"
Quaker Beverages Item 369,Quaker,Beverages,4,6.76,https://images.unsplash.com/photo-1571072019620-1a60c7cde407,A quality beverages product from Quaker.,True,26.9,14,True,"gluten-free, low sugar, non-GMO"
Nestle Bakery Item 370,Nestle,Bakery,7,9.28,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Nestle.,False,0.0,49,False,vegan
Quaker Cleaning Item 371,Quaker,Cleaning,10,11.21,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Quaker.,False,0.0,24,False,"high protein, low fat"
Great Value Meat Item 372,Great Value,Meat,9,18.14,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from Great Value.,False,0.0,9,False,"high protein, vegan, low sugar"
Heinz Condiments Item 373,Heinz,Condiments,3,4.8,https://images.unsplash.com/photo-1589302168068-964664d93dc0,A quality condiments product from Heinz.,True,21.2,21,False,"low fat, vegan"
Quaker Meat Item 374,Quaker,Meat,9,17.18,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from Quaker.,True,7.9,26,True,"non-GMO, low sugar, gluten-free"
Campbell's Cereal Item 375,Campbell's,Cereal,3,11.1,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Campbell's.,False,0.0,16,False,high protein
Kellogg's Bakery Item 376,Kellogg's,Bakery,7,14.18,https://images.unsplash.com/photo-1604908813263-0034e1ad0a7c,A quality bakery product from Kellogg's.,True,28.8,8,False,organic
Quaker Cleaning Item 377,Quaker,Cleaning,10,12.09,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Quaker.,False,0.0,46,False,"gluten-free, low sugar, non-GMO"
Kellogg's Vegetables Item 378,Kellogg's,Vegetables,1,22.07,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Kellogg's.,True,25.5,24,True,organic
General Mills Pet Food Item 379,General Mills,Pet Food,12,14.36,https://images.unsplash.com/photo-1601758064226-0a74f3a87eec,A quality pet food product from General Mills.,True,19.6,22,False,"organic, low fat, gluten-free"
Nestle Cereal Item 380,Nestle,Cereal,3,21.91,https://images.unsplash.com/photo-1585238341971-fd1a5cddb951,A quality cereal product from Nestle.,False,0.0,15,False,organic
Colgate Beverages Item 381,Colgate,Beverages,4,1.52,https://images.unsplash.com/photo-1571072019620-1a60c7cde407,A quality beverages product from Colgate.,False,0.0,17,False,"high protein, non-GMO"
Campbell's Vegetables Item 382,Campbell's,Vegetables,1,6.41,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Campbell's.,False,0.0,0,False,"organic, non-GMO"
Kellogg's Meat Item 383,Kellogg's,Meat,9,18.66,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from Kellogg's.,False,0.0,26,False,"low fat, low sugar"
Great Value Meat Item 384,Great Value,Meat,9,8.58,https://images.unsplash.com/photo-1551183053-bf91a1d81141,A quality meat product from Great Value.,False,0.0,41,False,heart healthy
Barilla Vegetables Item 385,Barilla,Vegetables,1,13.66,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Barilla.,True,5.3,35,False,gluten-free
Quaker Cleaning Item 386,Quaker,Cleaning,10,14.95,https://images.unsplash.com/photo-1603468621535-22e361e26a8c,A quality cleaning product from Quaker.,False,0.0,45,False,vegan
Dove Pasta Item 387,Dove,Pasta,6,5.32,https://images.unsplash.com/photo-1600891964599-f61ba0e24092,A quality pasta product from Dove.,True,13.3,31,False,heart healthy
Nestle Vegetables Item 388,Nestle,Vegetables,1,2.2,https://images.unsplash.com/photo-1601004890684-d8cbf643f5f2,A quality vegetables product from Nestle.,False,0.0,0,False,non-GMO
General Mills Toiletries Item 389,General Mills,Toiletries,11,15.08,https://images.unsplash.com/photo-1610911845064-956464e6df5c,A quality toiletries product from General Mills.,False,0.0,8,False,gluten-free
